,TIMESTAMP,FORECAST
0,20131101 1:00,0.3452903239157715
1,20131101 2:00,0.35069828647174706
2,20131101 3:00,0.3513619635422994
3,20131101 4:00,0.3458274538159428
4,20131101 5:00,0.3588821280967598
5,20131101 6:00,0.36140090787144385
6,20131101 7:00,0.32221493467432505
7,20131101 8:00,0.14831745069031865
8,20131101 9:00,0.08825484700057656
9,20131101 10:00,0.07928342197704136
10,20131101 11:00,0.08041241311065223
11,20131101 12:00,0.07923754460439802
12,20131101 13:00,0.07955291323774455
13,20131101 14:00,0.07945863935019393
14,20131101 15:00,0.0795933203506175
15,20131101 16:00,0.07929141970801662
16,20131101 17:00,0.07969944501046089
17,20131101 18:00,0.07941481718799204
18,20131101 19:00,0.07960490616620636
19,20131101 20:00,0.0797278555970184
20,20131101 21:00,0.08033521112001502
21,20131101 22:00,0.07972601688267605
22,20131101 23:00,0.08046934078615631
23,20131102 0:00,0.118603914775053
24,20131102 1:00,0.4258528847669055
25,20131102 2:00,0.5103732012264421
26,20131102 3:00,0.6129834639307065
27,20131102 4:00,0.7132957553675504
28,20131102 5:00,0.7522063043845811
29,20131102 6:00,0.6907687643880057
30,20131102 7:00,0.6070670283014704
31,20131102 8:00,0.5669517715725267
32,20131102 9:00,0.5714313240653762
33,20131102 10:00,0.48829358995983196
34,20131102 11:00,0.4060444026508121
35,20131102 12:00,0.31912804833933384
36,20131102 13:00,0.497091317359306
37,20131102 14:00,0.6497359970862013
38,20131102 15:00,0.30377835234965356
39,20131102 16:00,0.3622205778723657
40,20131102 17:00,0.5153614554771446
41,20131102 18:00,0.5993112531601652
42,20131102 19:00,0.503447063061685
43,20131102 20:00,0.3862182743089092
44,20131102 21:00,0.44571117880960515
45,20131102 22:00,0.5768070671966173
46,20131102 23:00,0.5642251231509638
47,20131103 0:00,0.5477938443319069
48,20131103 1:00,0.45169512662497024
49,20131103 2:00,0.4688593503135589
50,20131103 3:00,0.6740268582063973
51,20131103 4:00,0.718081874533723
52,20131103 5:00,0.6892822560504223
53,20131103 6:00,0.6878030575222911
54,20131103 7:00,0.6837442508286862
55,20131103 8:00,0.6780912552585464
56,20131103 9:00,0.5881562872307139
57,20131103 10:00,0.4750822701416376
58,20131103 11:00,0.3789049671996614
59,20131103 12:00,0.5967470522527057
60,20131103 13:00,0.6184629200599103
61,20131103 14:00,0.6725130678994959
62,20131103 15:00,0.7453319167886556
63,20131103 16:00,0.7971692987423474
64,20131103 17:00,0.8258286038185523
65,20131103 18:00,0.8429339367448141
66,20131103 19:00,0.8519046522356049
67,20131103 20:00,0.8600598222781156
68,20131103 21:00,0.8710486789331329
69,20131103 22:00,0.8826927423850641
70,20131103 23:00,0.8721427045188734
71,20131104 0:00,0.8274912930543803
72,20131104 1:00,0.7756494798867675
73,20131104 2:00,0.6600656180405919
74,20131104 3:00,0.5578695726322065
75,20131104 4:00,0.43018302830815086
76,20131104 5:00,0.3798833771566943
77,20131104 6:00,0.37142977425951185
78,20131104 7:00,0.3732276444010212
79,20131104 8:00,0.388593544426019
80,20131104 9:00,0.2627691895963261
81,20131104 10:00,0.32620859569934835
82,20131104 11:00,0.3966231397417219
83,20131104 12:00,0.4637189988665795
84,20131104 13:00,0.5183284200926697
85,20131104 14:00,0.5656365846294269
86,20131104 15:00,0.5988330430209705
87,20131104 16:00,0.6516676581556223
88,20131104 17:00,0.697987634113719
89,20131104 18:00,0.6837137896205724
