,TIMESTAMP,FORECAST
0,20131101 1:00,0.36406011928073057
1,20131101 2:00,0.371108134533795
2,20131101 3:00,0.3719992120474177
3,20131101 4:00,0.3647421559900451
4,20131101 5:00,0.382396539248247
5,20131101 6:00,0.38595577058770547
6,20131101 7:00,0.33851680510035964
7,20131101 8:00,0.1846882686070198
8,20131101 9:00,0.1072010411793044
9,20131101 10:00,0.011397745416976302
10,20131101 11:00,0.027349535423830174
11,20131101 12:00,0.007197858238168653
12,20131101 13:00,0.0021838293411157172
13,20131101 14:00,0.01465010752896384
14,20131101 15:00,0.016297714454701573
15,20131101 16:00,0.004907554972104822
16,20131101 17:00,0.012059374130289235
17,20131101 18:00,0.03613347723194971
18,20131101 19:00,0.005067434322834741
19,20131101 20:00,0.017168438280464493
20,20131101 21:00,0.025127164552906422
21,20131101 22:00,0.017623055477331673
22,20131101 23:00,0.08267079865801397
23,20131102 0:00,0.15044146910913092
24,20131102 1:00,0.45758192828877176
25,20131102 2:00,0.5219812789857782
26,20131102 3:00,0.5968116508541342
27,20131102 4:00,0.674710576054056
28,20131102 5:00,0.7049419120489674
29,20131102 6:00,0.656924723568128
30,20131102 7:00,0.5924305950800649
31,20131102 8:00,0.5636332916565922
32,20131102 9:00,0.5667604917091044
33,20131102 10:00,0.5054314936061959
34,20131102 11:00,0.43986698710584105
35,20131102 12:00,0.33557773989789463
36,20131102 13:00,0.511980836228357
37,20131102 14:00,0.6246929807885698
38,20131102 15:00,0.3221146604878157
39,20131102 16:00,0.38711636950880457
40,20131102 17:00,0.5257855137771595
41,20131102 18:00,0.5867352289270839
42,20131102 19:00,0.5167455611969543
43,20131102 20:00,0.4188371127433842
44,20131102 21:00,0.47352778649531124
45,20131102 22:00,0.5705454475590143
46,20131102 23:00,0.5617421179560792
47,20131103 0:00,0.5505522036085908
48,20131103 1:00,0.4781250584747535
49,20131103 2:00,0.4910235751251766
50,20131103 3:00,0.6436849317922223
51,20131103 4:00,0.6784643572426611
52,20131103 5:00,0.6557476298325468
53,20131103 6:00,0.6545763575030249
54,20131103 7:00,0.6513633438217702
55,20131103 8:00,0.6468931530124004
56,20131103 9:00,0.5786442373602027
57,20131103 10:00,0.49564199062659864
58,20131103 11:00,0.4098758667635929
59,20131103 12:00,0.5848645584922217
60,20131103 13:00,0.600896367090665
61,20131103 14:00,0.6424916370666257
62,20131103 15:00,0.6996319603575553
63,20131103 16:00,0.7409454993814394
64,20131103 17:00,0.7686574201183402
65,20131103 18:00,0.7911151618153832
66,20131103 19:00,0.807222769767317
67,20131103 20:00,0.8197829368310473
68,20131103 21:00,0.8294707999644669
69,20131103 22:00,0.8475580299897593
70,20131103 23:00,0.8306157712907519
