"TIMESTAMP","FORECAST"
"20131101 1:00",0.377805717161786
"20131101 2:00",0.377116187926714
"20131101 3:00",0.379238030625143
"20131101 4:00",0.377019973350714
"20131101 5:00",0.387532946593286
"20131101 6:00",0.390861836127071
"20131101 7:00",0.358254883258786
"20131101 8:00",0.196768390526571
"20131101 9:00",0.111300462908429
"20131101 10:00",0.0527774689725761
"20131101 11:00",0.0527774689725761
"20131101 12:00",0.053434661381219
"20131101 13:00",0.0546637945645047
"20131101 14:00",0.0527774689725761
"20131101 15:00",0.0527774689725761
"20131101 16:00",0.053774961873719
"20131101 17:00",0.0563500015405047
"20131101 18:00",0.0601176719026475
"20131101 19:00",0.0549348064414332
"20131101 20:00",0.0527774689725761
"20131101 21:00",0.0527774689725761
"20131101 22:00",0.0565360827125047
"20131101 23:00",0.0870648841825714
"20131102 0:00",0.165263084925929
"20131102 1:00",0.460239377243
"20131102 2:00",0.519584677813214
"20131102 3:00",0.602565273791714
"20131102 4:00",0.677921724082714
"20131102 5:00",0.7011378930095
"20131102 6:00",0.661571202637143
"20131102 7:00",0.601344271671214
"20131102 8:00",0.571324044787
"20131102 9:00",0.572756270315357
"20131102 10:00",0.500416707318214
"20131102 11:00",0.438538234221929
"20131102 12:00",0.356614659019286
"20131102 13:00",0.509292473054857
"20131102 14:00",0.626519757684714
"20131102 15:00",0.343907114101571
"20131102 16:00",0.391307067632357
"20131102 17:00",0.525183859058786
"20131102 18:00",0.5950681993825
"20131102 19:00",0.511268222360286
"20131102 20:00",0.416228692868857
"20131102 21:00",0.474421251674714
"20131102 22:00",0.576815646069714
"20131102 23:00",0.570229432289929
"20131103 0:00",0.550647339882714
"20131103 1:00",0.476528566549857
"20131103 2:00",0.483088012908786
"20131103 3:00",0.644716761361571
"20131103 4:00",0.681090861476429
"20131103 5:00",0.661219958458929
"20131103 6:00",0.658926373705214
"20131103 7:00",0.653361621744786
"20131103 8:00",0.647393368703429
"20131103 9:00",0.584617422220357
"20131103 10:00",0.493830835647786
"20131103 11:00",0.408620674517571
"20131103 12:00",0.593956609730071
"20131103 13:00",0.607596384668857
"20131103 14:00",0.644615182775
"20131103 15:00",0.695431893687429
"20131103 16:00",0.742984985006214
"20131103 17:00",0.768139368000571
"20131103 18:00",0.785443588347857
"20131103 19:00",0.795539180321357
"20131103 20:00",0.808372709849929
"20131103 21:00",0.828230980452214
"20131103 22:00",0.850429029074071
"20131103 23:00",0.829700264959929
"20131104 0:00",0.768870913287429
"20131104 1:00",0.721251173959286
"20131104 2:00",0.631259193979071
"20131104 3:00",0.560714921155214
