"TIMESTAMP","FORECAST"
"20131101 1:00",0.338766263955188
"20131101 2:00",0.346442961767768
"20131101 3:00",0.34740790578258
"20131101 4:00",0.339512613549455
"20131101 5:00",0.358576939887069
"20131101 6:00",0.362363667093954
"20131101 7:00",0.310282449455421
"20131101 8:00",0.155492200200079
"20131101 9:00",0.105063016704249
"20131101 10:00",0.100894791492194
"20131101 11:00",0.0986613536466528
"20131101 12:00",0.10097815388467
"20131101 13:00",0.100479110947316
"20131101 14:00",0.100660622308973
"20131101 15:00",0.0970616285540308
"20131101 16:00",0.100919387750577
"20131101 17:00",0.0999924546969364
"20131101 18:00",0.0986152857324383
"20131101 19:00",0.100349575248835
"20131101 20:00",0.0971634192249108
"20131101 21:00",0.0990905973788087
"20131101 22:00",0.0996769006655679
"20131101 23:00",0.0995622623896623
"20131102 0:00",0.128069373963741
"20131102 1:00",0.436371611669678
"20131102 2:00",0.505390850045573
"20131102 3:00",0.60769978756732
"20131102 4:00",0.71942602404303
"20131102 5:00",0.756089918419363
"20131102 6:00",0.695607605853071
"20131102 7:00",0.601117769677429
"20131102 8:00",0.558283029285307
"20131102 9:00",0.56287507147125
"20131102 10:00",0.487020262449216
"20131102 11:00",0.418188991554294
"20131102 12:00",0.306941939421784
"20131102 13:00",0.49422923191201
"20131102 14:00",0.649380097900583
"20131102 15:00",0.291499729822269
"20131102 16:00",0.363594607328688
"20131102 17:00",0.509686530438222
"20131102 18:00",0.592573271352193
"20131102 19:00",0.499523699544029
"20131102 20:00",0.396641614902364
"20131102 21:00",0.452922320660068
"20131102 22:00",0.568457427105546
"20131102 23:00",0.55551549942755
"20131103 0:00",0.539302848868613
"20131103 1:00",0.457744378324188
"20131103 2:00",0.471426610800401
"20131103 3:00",0.677012896751394
"20131103 4:00",0.724256382280548
"20131103 5:00",0.693981600340157
"20131103 6:00",0.692358056805891
"20131103 7:00",0.687876618171376
"20131103 8:00",0.681577234292131
"20131103 9:00",0.580480109766804
"20131103 10:00",0.476387056879897
"20131103 11:00",0.387402241803286
"20131103 12:00",0.589771627026086
"20131103 13:00",0.613838360896154
"20131103 14:00",0.675306478026833
"20131103 15:00",0.750037389787037
"20131103 16:00",0.792371991753262
"20131103 17:00",0.814512047341458
"20131103 18:00",0.828884234982337
"20131103 19:00",0.837361305777051
"20131103 20:00",0.845827206301918
"20131103 21:00",0.856936862063118
"20131103 22:00",0.865694385202854
"20131103 23:00",0.85788935866675
"20131104 0:00",0.815842825558555
"20131104 1:00",0.775582214085278
"20131104 2:00",0.661177838939386
"20131104 3:00",0.549148449677287
"20131104 4:00",0.440080857984149
"20131104 5:00",0.388684984645657
"20131104 6:00",0.377136206795355
"20131104 7:00",0.379677299296642
"20131104 8:00",0.399474277601562
"20131104 9:00",0.255741600303956
"20131104 10:00",0.314747064111965
"20131104 11:00",0.408502569461769
"20131104 12:00",0.467337403844534
"20131104 13:00",0.512271462947504
"20131104 14:00",0.556945476006023
"20131104 15:00",0.592049853533762
"20131104 16:00",0.651588138502477
"20131104 17:00",0.703417644768754
"20131104 18:00",0.68784284592055
"20131104 19:00",0.645737106852674
"20131104 20:00",0.617142502996593
"20131104 21:00",0.726883438802161
"20131104 22:00",0.795872487095483
