"TIMESTAMP","FORECAST"
"20131101 1:00",0.366776136264712
"20131101 2:00",0.368630233513715
"20131101 3:00",0.366214362676497
"20131101 4:00",0.358727397626361
"20131101 5:00",0.370809496713891
"20131101 6:00",0.372915896518012
"20131101 7:00",0.335869322983918
"20131101 8:00",0.226289949885028
"20131101 9:00",0.155868901245739
"20131101 10:00",0.0111484875323898
"20131101 11:00",-0.0380084150983067
"20131101 12:00",0.00196567503683344
"20131101 13:00",0.120315259494304
"20131101 14:00",0.0816940696309916
"20131101 15:00",-0.0345419993726429
"20131101 16:00",0.0395255807422839
"20131101 17:00",0.0573979622882174
"20131101 18:00",0.0754664967284359
"20131101 19:00",0.044512844839416
"20131101 20:00",-0.0467904056996569
"20131101 21:00",0.05966342812388
"20131101 22:00",0.112736571166699
"20131101 23:00",0.164535334165788
"20131102 0:00",0.216925791413606
"20131102 1:00",0.443965300964282
"20131102 2:00",0.489328342181801
"20131102 3:00",0.550800582639206
"20131102 4:00",0.618460615332611
"20131102 5:00",0.644198687084891
"20131102 6:00",0.598904933892998
"20131102 7:00",0.537660230829713
"20131102 8:00",0.502573859237161
"20131102 9:00",0.499529437491822
"20131102 10:00",0.44888663438261
"20131102 11:00",0.398761128287469
"20131102 12:00",0.318347436863511
"20131102 13:00",0.458258891632721
"20131102 14:00",0.55671072892619
"20131102 15:00",0.308879308685373
"20131102 16:00",0.360249169536022
"20131102 17:00",0.467187577893865
"20131102 18:00",0.51906061325821
"20131102 19:00",0.457015797146563
"20131102 20:00",0.381608205788536
"20131102 21:00",0.420910937122433
"20131102 22:00",0.497318095513353
"20131102 23:00",0.487813435648172
"20131103 0:00",0.476510710809703
"20131103 1:00",0.421517145357047
"20131103 2:00",0.435423597946911
"20131103 3:00",0.570317342959444
"20131103 4:00",0.602057329697988
"20131103 5:00",0.580525794894454
"20131103 6:00",0.579439065584011
"20131103 7:00",0.575853018228844
"20131103 8:00",0.570999385480008
"20131103 9:00",0.507469844566352
"20131103 10:00",0.43811655649554
"20131103 11:00",0.366617817609819
"20131103 12:00",0.495771893013801
"20131103 13:00",0.508290175793494
"20131103 14:00",0.545303345817244
"20131103 15:00",0.597243966826844
"20131103 16:00",0.634932281354667
"20131103 17:00",0.660148147584214
"20131103 18:00",0.680488391779694
"20131103 19:00",0.69464791457751
"20131103 20:00",0.711707874139582
"20131103 21:00",0.744682444668866
"20131103 22:00",0.807488017373797
"20131103 23:00",0.852803831752133
"20131104 0:00",0.761287779773781
